Year	Category	Type	Code	Name	Substance	Unit	Factor	Margin	FactorWithMargin	ReliabilityScore	TemporalCorrelation	GeographicalCorrelation	TechnologicalCorrelation	DataCollection
2012	Detail	Commodity	336111	Automobiles	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336111	Automobiles	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336111	Automobiles	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.012	0.001	0.013	4	3	1	4	1	
2012	Detail	Commodity	336112	Pickup trucks, vans, and SUVs	Carbon dioxide	kg/2018 USD, purchaser price	0.279	0.031	0.31	3	3	1	3	1	
2012	Detail	Commodity	336112	Pickup trucks, vans, and SUVs	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336112	Pickup trucks, vans, and SUVs	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Commodity	336112	Pickup trucks, vans, and SUVs	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.017	0	0.017	3	3	1	4	1	
2012	Detail	Commodity	336120	Heavy duty trucks	Carbon dioxide	kg/2018 USD, purchaser price	0.277	0.013	0.29	3	3	1	3	1	
2012	Detail	Commodity	336120	Heavy duty trucks	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336120	Heavy duty trucks	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336120	Heavy duty trucks	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.026	0	0.026	4	3	1	4	1	
2012	Detail	Commodity	336211	Vehicle bodies	Carbon dioxide	kg/2018 USD, purchaser price	0.212	0.042	0.254	3	3	1	3	1	
2012	Detail	Commodity	336211	Vehicle bodies	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336211	Vehicle bodies	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336211	Vehicle bodies	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.009	0.001	0.01	3	3	1	3	1	
2012	Detail	Commodity	336212	Truck trailers	Carbon dioxide	kg/2018 USD, purchaser price	0.26	0.036	0.297	3	3	1	3	1	
2012	Detail	Commodity	336212	Truck trailers	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336212	Truck trailers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336212	Truck trailers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.03	0.001	0.03	3	3	1	3	1	
2012	Detail	Commodity	336213	Motor homes	Carbon dioxide	kg/2018 USD, purchaser price	0.152	0.078	0.23	3	3	1	3	1	
2012	Detail	Commodity	336213	Motor homes	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336213	Motor homes	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Commodity	336213	Motor homes	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.017	0.001	0.018	4	3	1	4	1	
2012	Detail	Commodity	336214	Travel trailer and campers	Carbon dioxide	kg/2018 USD, purchaser price	0.241	0.054	0.295	3	3	1	3	1	
2012	Detail	Commodity	336214	Travel trailer and campers	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336214	Travel trailer and campers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	2	1	
2012	Detail	Commodity	336214	Travel trailer and campers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.023	0.001	0.023	3	3	1	3	1	
2012	Detail	Commodity	336310	Vehicle engines and engine parts	Carbon dioxide	kg/2018 USD, purchaser price	0.316	0.04	0.355	3	3	1	3	1	
2012	Detail	Commodity	336310	Vehicle engines and engine parts	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336310	Vehicle engines and engine parts	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336310	Vehicle engines and engine parts	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.011	0.001	0.011	3	3	1	2	1	
2012	Detail	Commodity	336320	Vehicle electrical and electronic equipment	Carbon dioxide	kg/2018 USD, purchaser price	0.235	0.049	0.283	3	3	1	3	1	
2012	Detail	Commodity	336320	Vehicle electrical and electronic equipment	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336320	Vehicle electrical and electronic equipment	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336320	Vehicle electrical and electronic equipment	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.01	0.001	0.011	3	3	1	2	1	
2012	Detail	Commodity	336350	Transmission and power train parts	Carbon dioxide	kg/2018 USD, purchaser price	0.355	0.037	0.391	3	3	1	3	1	
2012	Detail	Commodity	336350	Transmission and power train parts	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336350	Transmission and power train parts	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336350	Transmission and power train parts	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.011	0.001	0.011	3	3	1	2	1	
2012	Detail	Commodity	336360	Vehicle seating and interior trim (upholstery)	Carbon dioxide	kg/2018 USD, purchaser price	0.316	0.021	0.337	3	3	1	3	1	
2012	Detail	Commodity	336360	Vehicle seating and interior trim (upholstery)	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	4	3	1	1	1	
2012	Detail	Commodity	336360	Vehicle seating and interior trim (upholstery)	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Commodity	336360	Vehicle seating and interior trim (upholstery)	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.017	0	0.017	4	3	1	4	1	
2012	Detail	Commodity	336370	Vehicle metal stamping	Carbon dioxide	kg/2018 USD, purchaser price	0.645	0.024	0.669	3	3	1	3	1	
2012	Detail	Commodity	336370	Vehicle metal stamping	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	4	3	1	1	1	
2012	Detail	Commodity	336370	Vehicle metal stamping	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336370	Vehicle metal stamping	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.012	0	0.012	3	3	1	2	1	
2012	Detail	Commodity	336390	Other vehicle parts	Carbon dioxide	kg/2018 USD, purchaser price	0.355	0.047	0.402	3	3	1	3	1	
2012	Detail	Commodity	336390	Other vehicle parts	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336390	Other vehicle parts	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336390	Other vehicle parts	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.013	0.001	0.014	3	3	1	3	1	
2012	Detail	Commodity	3363A0	Motor vehicle steering, suspension components (except spring), and brake systems	Carbon dioxide	kg/2018 USD, purchaser price	0.358	0.048	0.406	3	3	1	3	1	
2012	Detail	Commodity	3363A0	Motor vehicle steering, suspension components (except spring), and brake systems	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	3363A0	Motor vehicle steering, suspension components (except spring), and brake systems	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	3363A0	Motor vehicle steering, suspension components (except spring), and brake systems	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.009	0.001	0.009	3	3	1	2	1	
2012	Detail	Commodity	336411	Aircraft	Carbon dioxide	kg/2018 USD, purchaser price	0.14	0.011	0.151	3	3	1	3	1	
2012	Detail	Commodity	336411	Aircraft	Methane	kg/2018 USD, purchaser price	0	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336411	Aircraft	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336411	Aircraft	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0	0.005	3	3	1	2	1	
2012	Detail	Commodity	336412	Aircraft engines and parts	Carbon dioxide	kg/2018 USD, purchaser price	0.108	0.01	0.118	3	3	1	3	1	
2012	Detail	Commodity	336412	Aircraft engines and parts	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Commodity	336412	Aircraft engines and parts	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336412	Aircraft engines and parts	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0	0.002	3	3	1	2	1	
2012	Detail	Commodity	336413	Other aircraft parts	Carbon dioxide	kg/2018 USD, purchaser price	0.204	0.011	0.215	3	3	1	3	1	
2012	Detail	Commodity	336413	Other aircraft parts	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336413	Other aircraft parts	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336413	Other aircraft parts	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0	0.007	2	3	1	2	1	
2012	Detail	Commodity	336414	Guided missiles and space vehicles	Carbon dioxide	kg/2018 USD, purchaser price	0.15	0.011	0.16	3	3	1	3	1	
2012	Detail	Commodity	336414	Guided missiles and space vehicles	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Commodity	336414	Guided missiles and space vehicles	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336414	Guided missiles and space vehicles	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0	0.004	2	3	1	2	1	
2012	Detail	Commodity	33641A	Propulsion units and parts for space vehicles and guided missiles	Carbon dioxide	kg/2018 USD, purchaser price	0.146	0.011	0.157	3	3	1	4	1	
2012	Detail	Commodity	33641A	Propulsion units and parts for space vehicles and guided missiles	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Commodity	33641A	Propulsion units and parts for space vehicles and guided missiles	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	33641A	Propulsion units and parts for space vehicles and guided missiles	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	3	3	1	2	1	
2012	Detail	Commodity	336500	Railroad rolling stock	Carbon dioxide	kg/2018 USD, purchaser price	0.351	0.025	0.376	3	3	1	3	1	
2012	Detail	Commodity	336500	Railroad rolling stock	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336500	Railroad rolling stock	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336500	Railroad rolling stock	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.007	0	0.007	3	3	1	2	1	
2012	Detail	Commodity	336611	Ships and ship repair	Carbon dioxide	kg/2018 USD, purchaser price	0.221	0.012	0.233	3	3	1	3	1	
2012	Detail	Commodity	336611	Ships and ship repair	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	336611	Ships and ship repair	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336611	Ships and ship repair	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0	0.007	3	3	1	2	1	
2012	Detail	Commodity	336612	Boats	Carbon dioxide	kg/2018 USD, purchaser price	0.135	0.075	0.21	3	3	1	3	1	
2012	Detail	Commodity	336612	Boats	Methane	kg/2018 USD, purchaser price	0	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	336612	Boats	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336612	Boats	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0.001	0.005	3	3	1	2	1	
2012	Detail	Commodity	336991	Motorcycle, bicycle, and parts	Carbon dioxide	kg/2018 USD, purchaser price	0.176	0.077	0.254	3	3	1	3	1	
2012	Detail	Commodity	336991	Motorcycle, bicycle, and parts	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336991	Motorcycle, bicycle, and parts	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336991	Motorcycle, bicycle, and parts	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.008	0.001	0.009	2	3	1	1	1	
2012	Detail	Commodity	336992	Military armored vehicles and tanks	Carbon dioxide	kg/2018 USD, purchaser price	0.345	0.013	0.358	3	3	1	3	1	
2012	Detail	Commodity	336992	Military armored vehicles and tanks	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336992	Military armored vehicles and tanks	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336992	Military armored vehicles and tanks	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.013	0	0.013	2	3	1	1	1	
2012	Detail	Commodity	336999	Other transportation equipment	Carbon dioxide	kg/2018 USD, purchaser price	0.247	0.069	0.316	3	3	1	3	1	
2012	Detail	Commodity	336999	Other transportation equipment	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	336999	Other transportation equipment	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	336999	Other transportation equipment	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.007	0.001	0.008	3	3	1	2	1	
2012	Detail	Commodity	337110	Wood kitchen cabinets and countertops	Carbon dioxide	kg/2018 USD, purchaser price	0.14	0.094	0.233	3	3	1	3	1	
2012	Detail	Commodity	337110	Wood kitchen cabinets and countertops	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	337110	Wood kitchen cabinets and countertops	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	337110	Wood kitchen cabinets and countertops	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0.001	0.004	3	3	1	3	1	
2012	Detail	Commodity	337121	Home furniture - upholstered	Carbon dioxide	kg/2018 USD, purchaser price	0.156	0.122	0.278	3	3	1	3	1	
2012	Detail	Commodity	337121	Home furniture - upholstered	Methane	kg/2018 USD, purchaser price	0.001	0.001	0.001	3	3	1	1	1	
2012	Detail	Commodity	337121	Home furniture - upholstered	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Commodity	337121	Home furniture - upholstered	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.014	0.002	0.016	4	3	1	4	1	
2012	Detail	Commodity	337122	Home furniture - wood, nonupholstered	Carbon dioxide	kg/2018 USD, purchaser price	0.13	0.126	0.256	3	3	1	3	1	
2012	Detail	Commodity	337122	Home furniture - wood, nonupholstered	Methane	kg/2018 USD, purchaser price	0	0.001	0.001	4	3	1	1	1	
2012	Detail	Commodity	337122	Home furniture - wood, nonupholstered	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	337122	Home furniture - wood, nonupholstered	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0.002	0.006	3	3	1	4	1	
2012	Detail	Commodity	337127	Institutional furniture	Carbon dioxide	kg/2018 USD, purchaser price	0.235	0.087	0.322	3	3	1	3	1	
2012	Detail	Commodity	337127	Institutional furniture	Methane	kg/2018 USD, purchaser price	0.001	0.001	0.002	4	3	1	1	1	
2012	Detail	Commodity	337127	Institutional furniture	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	337127	Institutional furniture	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.009	0.001	0.01	3	3	1	2	1	
2012	Detail	Commodity	33712N	Home furniture - Cabinets and non-wood, nonupholstered	Carbon dioxide	kg/2018 USD, purchaser price	0.195	0.136	0.331	3	3	1	3	1	
2012	Detail	Commodity	33712N	Home furniture - Cabinets and non-wood, nonupholstered	Methane	kg/2018 USD, purchaser price	0.001	0.001	0.001	4	3	1	1	1	
2012	Detail	Commodity	33712N	Home furniture - Cabinets and non-wood, nonupholstered	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	33712N	Home furniture - Cabinets and non-wood, nonupholstered	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.012	0.002	0.014	3	3	1	2	1	
2012	Detail	Commodity	337215	Shelving and lockers	Carbon dioxide	kg/2018 USD, purchaser price	0.3	0.091	0.391	3	3	1	3	1	
2012	Detail	Commodity	337215	Shelving and lockers	Methane	kg/2018 USD, purchaser price	0.001	0.001	0.002	4	3	1	1	1	
2012	Detail	Commodity	337215	Shelving and lockers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	337215	Shelving and lockers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.008	0.001	0.009	3	3	1	2	1	
2012	Detail	Commodity	33721A	Office furniture and custom architectural woodwork and millwork	Carbon dioxide	kg/2018 USD, purchaser price	0.238	0.085	0.323	3	3	1	3	1	
2012	Detail	Commodity	33721A	Office furniture and custom architectural woodwork and millwork	Methane	kg/2018 USD, purchaser price	0.001	0.001	0.002	3	3	1	1	1	
2012	Detail	Commodity	33721A	Office furniture and custom architectural woodwork and millwork	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	33721A	Office furniture and custom architectural woodwork and millwork	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.007	0.001	0.008	3	3	1	3	1	
2012	Detail	Commodity	337900	Mattresses, blinds and shades	Carbon dioxide	kg/2018 USD, purchaser price	0.109	0.133	0.242	3	3	1	3	1	
2012	Detail	Commodity	337900	Mattresses, blinds and shades	Methane	kg/2018 USD, purchaser price	0	0.001	0.001	3	3	1	1	1	
2012	Detail	Commodity	337900	Mattresses, blinds and shades	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Commodity	337900	Mattresses, blinds and shades	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.018	0.002	0.02	4	3	1	5	1	
2012	Detail	Commodity	339112	Surgical and medical instruments	Carbon dioxide	kg/2018 USD, purchaser price	0.13	0.04	0.17	3	3	1	3	1	
2012	Detail	Commodity	339112	Surgical and medical instruments	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	339112	Surgical and medical instruments	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Commodity	339112	Surgical and medical instruments	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0.001	0.003	3	3	1	3	1	
2012	Detail	Commodity	339113	Surgical appliance and supplies	Carbon dioxide	kg/2018 USD, purchaser price	0.121	0.067	0.188	3	3	1	3	1	
2012	Detail	Commodity	339113	Surgical appliance and supplies	Methane	kg/2018 USD, purchaser price	0	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	339113	Surgical appliance and supplies	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Commodity	339113	Surgical appliance and supplies	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0.001	0.004	3	3	1	3	1	
2012	Detail	Commodity	339114	Dental equipment and supplies	Carbon dioxide	kg/2018 USD, purchaser price	0.162	0.032	0.194	3	3	1	3	1	
2012	Detail	Commodity	339114	Dental equipment and supplies	Methane	kg/2018 USD, purchaser price	0	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	339114	Dental equipment and supplies	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	339114	Dental equipment and supplies	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0.001	0.007	4	3	1	1	1	
2012	Detail	Commodity	339115	Ophthalmic goods	Carbon dioxide	kg/2018 USD, purchaser price	0.06	0.108	0.168	3	3	1	3	1	
2012	Detail	Commodity	339115	Ophthalmic goods	Methane	kg/2018 USD, purchaser price	0	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	339115	Ophthalmic goods	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	339115	Ophthalmic goods	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0.002	0.003	3	3	1	3	1	
2012	Detail	Commodity	339116	Dental laboratories	Carbon dioxide	kg/2018 USD, purchaser price	0.094	0.031	0.125	3	3	1	3	1	
2012	Detail	Commodity	339116	Dental laboratories	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Commodity	339116	Dental laboratories	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	339116	Dental laboratories	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0.001	0.004	4	3	1	2	1	
2012	Detail	Commodity	339910	Jewelry and silverware	Carbon dioxide	kg/2018 USD, purchaser price	0.096	0.117	0.213	3	3	1	3	1	
